column_name,data_type,family,description,is_available,reasoning
County_Water_Landowner_District,STRING,district,County Water Landowner District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
County_Water_SubDistrict,STRING,district,County Water SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Democratic_Convention_Member,STRING,partisan,Democratic Convention Member,false,Party registration / partisan model - excluded for Serve.
Democratic_Zone,STRING,partisan,Democratic Zone,false,Party registration / partisan model - excluded for Serve.
District_Attorney,STRING,district,District Attorney,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Drainage_District,STRING,district,Drainage District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Election_Commissioner_District,STRING,district,Election Commissioner District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Emergency_Communication_911_District,STRING,district,Emergency Communication 911 District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Emergency_Communication_911_SubDistrict,STRING,district,Emergency Communication 911 SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Enterprise_Zone_District,STRING,district,Enterprise Zone District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
EXT_District,STRING,district,EXT District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Facilities_Improvement_District,STRING,district,Facilities Improvement District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Fire_District,STRING,district,Fire District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Fire_Maintenance_District,STRING,district,Fire Maintenance District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Fire_Protection_District,STRING,district,Fire Protection District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Fire_Protection_SubDistrict,STRING,district,Fire Protection SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Fire_Protection_Tax_Measure_District,STRING,district,Fire Protection Tax Measure District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Fire_Service_Area_District,STRING,district,Fire Service Area District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Fire_SubDistrict,STRING,district,Fire SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Flood_Control_Zone,STRING,district,Flood Control Zone,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Forest_Preserve,STRING,district,Forest Preserve,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Garbage_District,STRING,district,Garbage District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Geological_Hazard_Abatement_District,STRING,district,Geological Hazard Abatement District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Health_District,STRING,district,Health District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Hospital_District,STRING,district,Hospital District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Hospital_SubDistrict,STRING,district,Hospital SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Improvement_Landowner_District,STRING,district,Improvement Landowner District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Independent_Fire_District,STRING,district,Independent Fire District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Irrigation_District,STRING,district,Irrigation District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Irrigation_SubDistrict,STRING,district,Irrigation SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Island,STRING,district,Island,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Land_Commission,STRING,district,Land Commission,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Landscaping_and_Lighting_Assessment_District,STRING,district,Landscaping and Lighting Assessment District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Law_Enforcement_District,STRING,district,Law Enforcement District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Learning_Community_Coordinating_Council_District,STRING,district,Learning Community Coordinating Council District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Levee_District,STRING,district,Levee District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Levee_Reconstruction_Assesment_District,STRING,district,Levee Reconstruction Assesment District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Library_District,STRING,district,Library District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Library_Services_District,STRING,district,Library Services District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Library_SubDistrict,STRING,district,Library SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Lighting_District,STRING,district,Lighting District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Local_Hospital_District,STRING,district,Local Hospital District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Local_Park_District,STRING,district,Local Park District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Maintenance_District,STRING,district,Maintenance District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Master_Plan_District,STRING,district,Master Plan District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Memorial_District,STRING,district,Memorial District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Metro_Service_District,STRING,district,Metro Service District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Metro_Service_Subdistrict,STRING,district,Metro Service Subdistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Metro_Transit_District,STRING,district,Metro Transit District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Metropolitan_Water_District,STRING,district,Metropolitan Water District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Middle_School_District,STRING,district,Middle School District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Mosquito_Abatement_District,STRING,district,Mosquito Abatement District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Mountain_Water_District,STRING,district,Mountain Water District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Multi_township_Assessor,STRING,district,Multi township Assessor,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Municipal_Advisory_Council_District,STRING,district,Municipal Advisory Council District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Municipal_Utility_District,STRING,district,Municipal Utility District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Municipal_Utility_SubDistrict,STRING,district,Municipal Utility SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Municipal_Water_District,STRING,district,Municipal Water District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Municipal_Water_SubDistrict,STRING,district,Municipal Water SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Museum_District,STRING,district,Museum District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Northeast_Soil_and_Water_District,STRING,district,Northeast Soil and Water District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Open_Space_District,STRING,district,Open Space District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Open_Space_SubDistrict,STRING,district,Open Space SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Other,STRING,district,Other,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Paramedic_District,STRING,district,Paramedic District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Park_Commissioner_District,STRING,district,Park Commissioner District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Park_District,STRING,district,Park District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Park_SubDistrict,STRING,district,Park SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Planning_Area_District,STRING,district,Planning Area District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Police_District,STRING,district,Police District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Port_District,STRING,district,Port District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Port_SubDistrict,STRING,district,Port SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Power_District,STRING,district,Power District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Proposed_District,STRING,district,Proposed District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Proposed_Fire_District,STRING,district,Proposed Fire District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Public_Airport_District,STRING,district,Public Airport District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Public_Regulation_Commission,STRING,district,Public Regulation Commission,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Public_Service_Commission_District,STRING,district,Public Service Commission District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Public_Utility_District,STRING,district,Public Utility District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Public_Utility_SubDistrict,STRING,district,Public Utility SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Rapid_Transit_District,STRING,district,Rapid Transit District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Rapid_Transit_SubDistrict,STRING,district,Rapid Transit SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Reclamation_District,STRING,district,Reclamation District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Recreation_District,STRING,district,Recreation District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Recreational_SubDistrict,STRING,district,Recreational SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Republican_Area,STRING,partisan,Republican Area,false,Party registration / partisan model - excluded for Serve.
Republican_Convention_Member,STRING,partisan,Republican Convention Member,false,Party registration / partisan model - excluded for Serve.
Resort_Improvement_District,STRING,district,Resort Improvement District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Resource_Conservation_District,STRING,district,Resource Conservation District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
River_Water_District,STRING,district,River Water District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Road_Maintenance_District,STRING,district,Road Maintenance District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Rural_Service_District,STRING,district,Rural Service District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Sanitary_District,STRING,district,Sanitary District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Sanitary_SubDistrict,STRING,district,Sanitary SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Service_Area_District,STRING,district,Service Area District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Sewer_District,STRING,district,Sewer District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Sewer_Maintenance_District,STRING,district,Sewer Maintenance District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Sewer_SubDistrict,STRING,district,Sewer SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Snow_Removal_District,STRING,district,Snow Removal District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Soil_and_Water_District,STRING,district,Soil and Water District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Soil_and_Water_District_At_Large,STRING,district,Soil and Water District At Large,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Special_Reporting_District,STRING,district,Special Reporting District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Special_Tax_District,STRING,district,Special Tax District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
State_Board_of_Equalization,STRING,district,State Board of Equalization,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Storm_Water_District,STRING,district,Storm Water District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Street_Lighting_District,STRING,district,Street Lighting District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Transit_District,STRING,district,Transit District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Transit_SubDistrict,STRING,district,Transit SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
TriCity_Service_District,STRING,district,TriCity Service District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
TV_Translator_District,STRING,district,TV Translator District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Unincorporated_District,STRING,district,Unincorporated District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Unincorporated_Park_District,STRING,district,Unincorporated Park District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Unprotected_Fire_District,STRING,district,Unprotected Fire District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Ute_Creek_Soil_District,STRING,district,Ute Creek Soil District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Vector_Control_District,STRING,district,Vector Control District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Vote_By_Mail_Area,STRING,district,Vote By Mail Area,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Wastewater_District,STRING,district,Wastewater District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Water_Agency,STRING,district,Water Agency,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Water_Agency_SubDistrict,STRING,district,Water Agency SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Water_Conservation_District,STRING,district,Water Conservation District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Water_Conservation_SubDistrict,STRING,district,Water Conservation SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Water_Control_Water_Conservation,STRING,district,Water Control Water Conservation,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Water_Control_Water_Conservation_SubDistrict,STRING,district,Water Control Water Conservation SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Water_District,STRING,district,Water District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Water_Public_Utility_District,STRING,district,Water Public Utility District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Water_Public_Utility_Subdistrict,STRING,district,Water Public Utility Subdistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Water_Replacement_District,STRING,district,Water Replacement District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Water_Replacement_SubDistrict,STRING,district,Water Replacement SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Water_SubDistrict,STRING,district,Water SubDistrict,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
Weed_District,STRING,district,Weed District,true,Office-bearing district / geographic jurisdiction - non-partisan; included.
ConsumerData_Time_Zone,STRING,demographic,Time zone in which the household is located.,true,"Household / demographic attribute - non-PII, non-partisan; included."
ConsumerData_RUS_Code,STRING,demographic,Rural-Urban-Suburban,true,"Household / demographic attribute - non-PII, non-partisan; included."
ConsumerData_Length_Of_Residence_Code,INT,demographic,"Length of residence at this address in years. Modeled determined by the first year listed in the telephone directory or registration lists. This element is fed by Purchase Date of Home, along with other contributor's data such as Survey data, Public data, Self-reported data, Warranty registrations, Buying activity, Online surveys and registrations, Magazine subscriptions",true,"Household / demographic attribute - non-PII, non-partisan; included."
AddressDistricts_Change_Changed_CD,STRING,operational,"Voter moved in-state and changed congressional district. Values are 'Within Last 6 Months', 'Between 6 Months and 1 Year Ago', 'Between 1 and 2 Years Ago' and 'Has Not Changed Within Last 2 Years'.",false,Internal/ETL metadata - not exposed to the agent.
AddressDistricts_Change_Changed_County,STRING,operational,"Voter moved in-state and changed county. Values are 'Within Last 6 Months', 'Between 6 Months and 1 Year Ago', 'Between 1 and 2 Years Ago' and 'Has Not Changed Within Last 2 Years'.",false,Internal/ETL metadata - not exposed to the agent.
AddressDistricts_Change_Changed_HD,STRING,operational,"Voter moved in-state and changed state house district. Values are 'Within Last 6 Months', 'Between 6 Months and 1 Year Ago', 'Between 1 and 2 Years Ago' and 'Has Not Changed Within Last 2 Years'.",false,Internal/ETL metadata - not exposed to the agent.
AddressDistricts_Change_Changed_LD,STRING,operational,"Voter moved in-state and changed state legislative district. Values are 'Within Last 6 Months', 'Between 6 Months and 1 Year Ago', 'Between 1 and 2 Years Ago' and 'Has Not Changed Within Last 2 Years'.",false,Internal/ETL metadata - not exposed to the agent.
AddressDistricts_Change_Changed_SD,STRING,operational,"Voter moved in-state and changed state senate district. Values are 'Within Last 6 Months', 'Between 6 Months and 1 Year Ago', 'Between 1 and 2 Years Ago' and 'Has Not Changed Within Last 2 Years'.",false,Internal/ETL metadata - not exposed to the agent.
Voters_MovedFrom_Date,STRING,identity_pii,The date on which the voter moved into the current state in format '99/99/9999',false,"Direct identifier / PII (name, address, phone, DOB, device, family) - removed."
Voters_MovedFrom_State,STRING,identity_pii,The state from which the voter recently moved,false,"Direct identifier / PII (name, address, phone, DOB, device, family) - removed."
Voters_MovedFrom_Party_Description,STRING,partisan,The party affiliation formerly held by the voter in the state from which he or she moved,false,Party registration / partisan model - excluded for Serve.
Voters_MovedFrom_VotingPerformanceEvenYearGeneralAndPrimary,STRING,identity_pii,Percentage of Even Year General and Primary Elections voted among those for which voter was eligible to vote in the state from which he moved; percentage value from 0% to 100% or 'Not Eligible',false,"Direct identifier / PII (name, address, phone, DOB, device, family) - removed."
Voters_MovedFrom_VotingPerformanceEvenYearGeneral,STRING,identity_pii,Percentage of Even Year General Elections voted among those for which voter was eligible to vote in the state from which he moved; percentage value from 0% to 100% or 'Not Eligible',false,"Direct identifier / PII (name, address, phone, DOB, device, family) - removed."
Voters_MovedFrom_VotingPerformanceEvenYearPrimary,STRING,identity_pii,Percentage of Even Year Primary Elections voted among those for which voter was eligible to vote in the state from which he moved; percentage value from 0% to 100% or 'Not Eligible',false,"Direct identifier / PII (name, address, phone, DOB, device, family) - removed."
Voters_MovedFrom_VotingPerformanceMinorElection,STRING,identity_pii,Percentage of Minor Elections voted by voter in state from which he moved; percentage value from 0% to 100% or 'Not Eligible',false,"Direct identifier / PII (name, address, phone, DOB, device, family) - removed."
Residence_Addresses_Density,INT,demographic,Population-density code for the voter's residence area.,true,"Demographic attribute - non-PII, non-partisan; included."
Designated_Market_Area_DMA,STRING,demographic,Designated Market Area DMA,true,"Demographic attribute - non-PII, non-partisan; included."
ConsumerData_AreaPcntHHWithChildren,STRING,commercial,Census data for this census block,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_AreaPcntHHMarriedCoupleWithChild,STRING,commercial,Census data for this census block,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_AreaPcntHHMarriedCoupleNoChild,STRING,commercial,Census data for this census block,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_AreaPcntHHSpanishSpeaking,STRING,commercial,Census data for this census block,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_CSA,STRING,commercial,Combined Statistical Area name,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_CSA_Code,STRING,commercial,Combined Statistical Area code,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_CBSA,STRING,commercial,Core Based Statistical Area name,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_CBSA_Code,INT,commercial,Core Based Statistical Area code,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_MSA,STRING,commercial,"Metropolitan Statistical Area - Census Bureau term for area consisting of one or more counties around central urban areas with a population greater than 50,000. Example: Chicago - indicates major city plus surrounding area.",false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_MSA_Code,INT,commercial,Metropolitan Statistical Area Code,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Donor_Animal_Welfare,STRING,commercial,Donates to specified cause as determined by surveys and online registrations,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Donor_Arts_Cultural,STRING,commercial,Donates to specified cause as determined by surveys and online registrations,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Donor_By_Mail,STRING,commercial,Someone within the household makes contributions to the specified cause.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Donor_Charitable_Causes,STRING,commercial,Someone within the household makes contributions to the specified cause.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Donor_Childrens_Causes,STRING,commercial,Donates to specified cause as determined by surveys and online registrations,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Donor_Community_Charity,STRING,commercial,Donates to specified cause as determined by surveys and online registrations,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Donor_Environmental,STRING,commercial,Someone within the household makes contributions to the specified cause.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Donor_Environmental_Issues,STRING,commercial,Donates to specified cause as determined by surveys and online registrations,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Donor_Health_Institution,STRING,commercial,Someone within the household makes contributions to the specified cause.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Donor_International_Aid,STRING,commercial,Donates to specified cause as determined by surveys and online registrations,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Donor_Political_Conservative,STRING,partisan,Donates to specified cause as determined by surveys and online registrations,false,Party registration / partisan model - excluded for Serve.
ConsumerData_Donor_Political_Liberal,STRING,partisan,Donates to specified cause as determined by surveys and online registrations,false,Party registration / partisan model - excluded for Serve.
FECDonors_AvgDonation,INT,partisan,sum of donations divided by total number of donations over last four election cycles,false,Political (FEC) donor attribute - partisan; excluded.
FECDonors_AvgDonation_Range,STRING,partisan,Set range categories,false,Political (FEC) donor attribute - partisan; excluded.
FECDonors_LastDonationDate,DATE,partisan,date field,false,Political (FEC) donor attribute - partisan; excluded.
FECDonors_NumberOfDonations,INT,partisan,integer representing total number of federal donations made over the last four election cycles,false,Political (FEC) donor attribute - partisan; excluded.
FECDonors_PrimaryRecipientOfContributions,STRING,partisan,Single candidate or organzation who received the largest combined contributions from this voter,false,Political (FEC) donor attribute - partisan; excluded.
FECDonors_TotalDonationsAmount,INT,partisan,sum of donations over last four election cycles,false,Political (FEC) donor attribute - partisan; excluded.
FECDonors_TotalDonationsAmt_Range,STRING,partisan,Set range categories,false,Political (FEC) donor attribute - partisan; excluded.
ConsumerData_Political_Donor_State_Level,STRING,partisan,Someone within the household makes contributions to the specified cause.,false,Party registration / partisan model - excluded for Serve.
ConsumerData_Religious_Contributor,STRING,commercial,Someone within the household makes contributions to the specified cause.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Donor_Veterans,STRING,commercial,Donates to specified cause as determined by surveys and online registrations,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Arts_And_Antiques,STRING,commercial,Someone in the household has an interest in arts and antiques.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Arts_Int,STRING,commercial,Someone in the household supports arts or cultural causes.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Collectibles_Antiques,STRING,commercial,Someone in the household has an interest in the specified activity.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Collectibles_Arts,STRING,commercial,Someone in the household has an interest in the specified activity.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Cultural_Arts_Living,STRING,commercial,Someone in the household has an interest in the specified activity.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Arts_Art,STRING,commercial,"Someone with the household has an interest in fine arts, such as painting, sculpting, filming, architecture, literature, or textiles as determined by online registrations, surveys, magazine subscriptions and buying activity.",false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Theater_Performing_Arts,STRING,commercial,Someone in the household supports the performing arts.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Collect_Special_Foods_Buyer,STRING,commercial,Someone within home made such purchases of gourmet food within the last 24 months as determined by store data on the purchase of products and services.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Food_Wines,STRING,commercial,Someone in the household has an interest in the specified activity.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Foods_Natural,STRING,commercial,Someone in the household has an interest in the specified activity.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Movie_Collector,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Music_Collector,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Music_Avid_Listener,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Music_Home_Stereo,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Musical_Instruments,STRING,commercial,Someone in the household has an interest in the specified activity.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Photography_Video_Equip,STRING,commercial,Someone in the household has an interest in the specified activity.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Photography_Int,STRING,commercial,Someone in the household has shown an interest in photography as a hobby.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Collectibles_Stamps,STRING,commercial,Someone in the household has an interest in the specified activity.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Book_Buyer,STRING,commercial,Someone within home made such purchases within the last 24 months as determined by store data on the purchase of products and services.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Book_Reader,STRING,commercial,Someone within the household has an interest in reading books.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Reading_Audio_Books,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Books_Music_Audio,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Books_Magazines,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Books_Music_Books,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Reading_General,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Reading_Mags,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Reading_Sci_Fi,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Religious_Mags,STRING,commercial,Someone in the household has subscribed to or made a purchase from a religious magazine within the last 24 months.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Current_Affairs_Politics,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Education_Online,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_History_Military,STRING,commercial,This household contains individuals with the specified interest.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_News_Financial,STRING,commercial,Someone in this household has shown an interest in financial news reporting.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Childrens_Babycare,STRING,commercial,Someone within home made such purchases within the last 24 months as determined by store data on the purchase of products and services.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Apparel_Childrens,STRING,commercial,Someone within home made such purchases within the last 24 months as determined by store data on the purchase of products and services.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Childrens_Back_To_School,STRING,commercial,Someone within home made such purchases within the last 24 months as determined by store data on the purchase of products and services.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
ConsumerData_Childrens_Learning_Toys,STRING,commercial,Someone within home made such purchases within the last 24 months as determined by store data on the purchase of products and services.,false,Commercial / consumer-lifestyle attribute - excluded (civic-only set).
